intent;utterance
healthcare.list_benefits_services;explain me about my individual  Deductible
healthcare.list_benefits_services;my individual  Deductible  info
healthcare.list_benefits_services;hey bot can you help me know about my individual  Deductible
healthcare.list_benefits_services;give me information about my individual  Deductible
healthcare.list_benefits_services;can you help me know about my individual  Deductible
healthcare.list_benefits_services;let me know about my individual  Deductible
healthcare.list_benefits_services;brief me about my individual  Deductible
healthcare.list_benefits_services;information about my individual  Deductible
healthcare.list_benefits_services;tell me something about my individual  Deductible
healthcare.list_benefits_services;what is my individual  Deductible
healthcare.list_benefits_services;Cost for  out of pocket max of my wife
healthcare.list_benefits_services;Please tell the cost for  out of pocket max of my spouse
healthcare.list_benefits_services;For  out of pocket max , tell me the cost
healthcare.list_benefits_services;and how much do I pay for  family deductible ?
healthcare.list_benefits_services;family deductible  costs ?
healthcare.list_benefits_services;Tell me the cost for  family deductible
healthcare.list_benefits_services;Can you tell me the cost for  family deductible
healthcare.list_benefits_services;How much do I have to pay for  family deductible
healthcare.list_benefits_services;How much will  family deductible  cost me
healthcare.list_benefits_services;what is the cost for Individual  deductible  Treatment
healthcare.list_benefits_services;Do I have to pay for Individual  deductible
healthcare.list_benefits_services;How much do I need to spend for Individual  deductible
healthcare.list_benefits_services;For Individual  deductible , what is the cost
healthcare.list_benefits_services;Can you tell me the cost for single person  deductible
healthcare.list_benefits_services;How much do I need to pay for single person  deductible
healthcare.list_benefits_services;How much do I have to pay for single person  deductible
healthcare.list_benefits_services;Individual  deductible  costs ?
healthcare.list_benefits_services;Tell me the cost for Individual  deductible
healthcare.list_benefits_services;Can you tell me the cost for Individual  deductible
healthcare.list_benefits_services;How much do I need to pay for Individual  deductible
healthcare.list_benefits_services;How much do I have to pay for Individual  deductible
healthcare.list_benefits_services;How much will Individual  deductible  cost me
healthcare.list_benefits_services;can i find information on my  covered service
healthcare.list_benefits_services;tell me about my  out of pocket max
healthcare.list_benefits_services;tell me about my  covered services
healthcare.list_benefits_services;tell me about my  deductible
healthcare.list_benefits_services;pocket max
healthcare.list_benefits_services;can you help me know about my  co-insurance
healthcare.list_benefits_services;can you help me know about my  coinsurance
healthcare.list_benefits_services;coinsurance  and  deductible
healthcare.list_benefits_services;explain me about my  co-insurance
healthcare.list_benefits_services;explain me about my  coinsurance
healthcare.list_benefits_services;details on my  co-insurance  information
healthcare.list_benefits_services;details on my  coinsurance  information
healthcare.list_benefits_services;what data is available on my  co-insurance
healthcare.list_benefits_services;what data is available on my  coinsurance
healthcare.list_benefits_services;what is my  coinsurance
healthcare.list_benefits_services;what is my  co-insurance
healthcare.list_benefits_services;what is my  co insurance
healthcare.list_benefits_services;tell me something about my  co-insurance
healthcare.list_benefits_services;tell me something about my  coinsurance
healthcare.list_benefits_services;tell me something about my  co insurance
healthcare.list_benefits_services;brief me about my  co-insurance
healthcare.list_benefits_services;brief me about my  coinsurance
healthcare.list_benefits_services;let me know about my  co-insurance
healthcare.list_benefits_services;let me know about my  coinsurance
healthcare.list_benefits_services;let me know about my  co insurance
healthcare.list_benefits_services;can you help me know about my  co insurance
healthcare.list_benefits_services;give me information about my  co-insurance
healthcare.list_benefits_services;give me information about my  coinsurance
healthcare.list_benefits_services;hey bot can you help me know about my  Deductibles
healthcare.list_benefits_services;coinsurances
healthcare.list_benefits_services;co-insurance
healthcare.list_benefits_services;co insurance
healthcare.list_benefits_services;coinsurance
healthcare.list_benefits_services;out of pocket maximum
healthcare.list_benefits_services;out of pocket maximums
healthcare.list_benefits_services;out of pocket max
healthcare.list_benefits_services;deductibles
healthcare.list_benefits_services;deductible
healthcare.list_benefits_services;covered services
healthcare.list_benefits_services;covered service
healthcare.list_benefits_services;what's my  out of pocket maximum
healthcare.list_benefits_services;what's my  out of pocket max
healthcare.list_benefits_services;what's my  out of pocket maximums
healthcare.list_benefits_services;what is my  out of pocket max
healthcare.list_benefits_services;what is my  out of pocket maximums
healthcare.list_benefits_services;what is my  out of pocket maximum
healthcare.list_benefits_services;tell me something about my  out of pocket max
healthcare.list_benefits_services;tell me something about my  out of pocket maximums
healthcare.list_benefits_services;information about my  out of pocket maximums
healthcare.list_benefits_services;brief me about my  out of pocket max
healthcare.list_benefits_services;let me know about my  out of pocket max
healthcare.list_benefits_services;let me know about my  out of pocket maximums
healthcare.list_benefits_services;explain me about my  out of pocket maximum
healthcare.list_benefits_services;my  out of pocket maximum  information
healthcare.list_benefits_services;details on my  out of pocket maximum
healthcare.list_benefits_services;what data is available on my  out of pocket maximum
healthcare.list_benefits_services;my  out of pocket maximum  details
healthcare.list_benefits_services;i want to know about my  out of pocket maximum
healthcare.list_benefits_services;what is my  covered service
healthcare.list_benefits_services;tell me something about my  covered service
healthcare.list_benefits_services;information about my  covered service
healthcare.list_benefits_services;brief me about my  covered service
healthcare.list_benefits_services;let me know about my  covered service
healthcare.list_benefits_services;give me information about my  covered service
healthcare.list_benefits_services;hey bot can you help me know about my  covered service
healthcare.list_benefits_services;my  covered service  information
healthcare.list_benefits_services;hey bot can you help me know about my  out of pocket maximums
healthcare.list_benefits_services;hey bot can you help me know about my  out of packet maximum
healthcare.list_benefits_services;hey bot can you help me know about my  out of pocket max
healthcare.list_benefits_services;brief me about my  co insurance
healthcare.list_benefits_services;give me information about my  co insurance
healthcare.list_benefits_services;show  coinsurance
healthcare.list_benefits_services;show  deductible
healthcare.list_benefits_services;what data is available on my  covered service
healthcare.list_benefits_services;please help me out with my  covered services
healthcare.list_benefits_services;i want to know about my  covered service
healthcare.list_benefits_services;my  covered service  details
healthcare.list_benefits_services;details on my  covered service
healthcare.list_benefits_services;explain me about my  covered service
healthcare.list_benefits_services;my  covered service  info
healthcare.list_benefits_services;my  deductible  information
healthcare.list_benefits_services;I want to know about my individual  deductible
healthcare.list_benefits_services;what data is available on my individual  deductible
healthcare.list_benefits_services;hey bot can you help me know about my  co insurance
healthcare.list_benefits_services;my  co insurance  info
healthcare.list_benefits_services;i want to know about my  coinsurance
healthcare.list_benefits_services;explain me about my  co insurance
healthcare.list_benefits_services;my  co insurance  information
healthcare.list_benefits_services;details on my  co insurance  information
healthcare.list_benefits_services;what data is available on my  co insurance
healthcare.list_benefits_services;my  out of pocket maximum  info
healthcare.list_benefits_services;hey bot can you help me know about my  out of pocket maximum
healthcare.list_benefits_services;give me information about my  out of pocket maximum
healthcare.list_benefits_services;can you help me know about my  out of pocket maximum
healthcare.list_benefits_services;let me know about my  out of pocket maximum
healthcare.list_benefits_services;brief me about my  out of pocket maximum
healthcare.list_benefits_services;information about my  out of pocket maximum
healthcare.list_benefits_services;tell me something about my  out of pocket maximum
healthcare.list_benefits_services;my  deductible  details
healthcare.list_benefits_services;i want to know about my  deductible
healthcare.list_benefits_services;what data is available on my  deductible
healthcare.list_benefits_services;details on my  deductible  information
healthcare.list_benefits_services;explain me about my  Deductible
healthcare.list_benefits_services;my  Deductible  info
healthcare.list_benefits_services;hey bot can you help me know about my  Deductible
healthcare.list_benefits_services;give me information about my  Deductible
healthcare.list_benefits_services;can you help me know about my  Deductible
healthcare.list_benefits_services;let me know about my  Deductible
healthcare.list_benefits_services;brief me about my  Deductible
healthcare.list_benefits_services;information about my  Deductible
healthcare.list_benefits_services;tell me something about my  Deductible
healthcare.list_benefits_services;what is my  Deductible
healthcare.list_benefits_services;yes i want to know about my  deductibles
healthcare.list_benefits_services;Hi, what are my  out of packet maximum  benefits
healthcare.list_benefits_services;my  coinsurance  and my   covered services
healthcare.list_benefits_services;my  out of pocket maximums  and my   covered services
healthcare.list_benefits_services;I don't know what's my  coinsurance  and my   covered services
healthcare.list_benefits_services;I don't know what's my  out of pocket maximum
healthcare.list_benefits_services;I don't know what's my  deductible
healthcare.list_benefits_services;I don't know what's my  covered services
healthcare.list_benefits_services;I don't know what's my  coinsurance
healthcare.list_benefits_services;Please help me find out my  deductible ,  covered service
healthcare.list_benefits_services;Tell me about my  deductible  and my  covered service
healthcare.list_benefits_services;can i get my  deductible  and  out of packet max  details?
healthcare.list_benefits_services;what are my  co-insurance  benefits
healthcare.list_benefits_services;what are my  deductible  benefits
healthcare.list_benefits_services;I want to know about my  deductible  and my   out of pocket maximums  benefits
healthcare.list_benefits_services;can I get my  deductible  and my   out of pocket max  details
healthcare.list_benefits_services;Okay i want to know about my  covered services
healthcare.list_benefits_services;Yes I want to know about my  deductible  Benefit
healthcare.list_benefits_services;Yes I want to know about my  co-insurance  Benefit
healthcare.list_benefits_services;what is my  deductible , my  covered services  and my  out of pocket max
healthcare.list_benefits_services;my  co-insurance ,  deductible  and  covered services
healthcare.list_benefits_services;what is my  deductible
healthcare.list_benefits_services;what is my  deductible  amount
healthcare.list_benefits_services;co-insurance ,  deductible
healthcare.costs_of_coverage_category;can you inform me the pay for  walk-in
healthcare.costs_of_coverage_category;can you inform me the amount for  walk-in
healthcare.costs_of_coverage_category;can you help me the cost for  walk-in
healthcare.costs_of_coverage_category;can you inform me the charges for  walk-in
healthcare.costs_of_coverage_category;xray  pay?
healthcare.costs_of_coverage_category;what is the pay for  xray
healthcare.costs_of_coverage_category;am I covered for  alternative medicine
healthcare.costs_of_coverage_category;xray  amount?
healthcare.costs_of_coverage_category;how much will they charge me for an  xray
healthcare.costs_of_coverage_category;xray  charges
healthcare.costs_of_coverage_category;what are the charges for  xray
healthcare.costs_of_coverage_category;charges for  xray
healthcare.costs_of_coverage_category;what is the fees for  xray
healthcare.costs_of_coverage_category;xray  price
healthcare.costs_of_coverage_category;what's the price of  xray
healthcare.costs_of_coverage_category;how much will  xray  cost me
healthcare.costs_of_coverage_category;what is the amount of  xray
healthcare.costs_of_coverage_category;amount of  xray
healthcare.costs_of_coverage_category;CT scan  fees
healthcare.costs_of_coverage_category;xray  scan fees
healthcare.costs_of_coverage_category;what is the cost of  xray
healthcare.costs_of_coverage_category;whats the cost of  formulary
healthcare.costs_of_coverage_category;cost of  xray
healthcare.costs_of_coverage_category;I would like to know what is the cost of  Primary Care ?
healthcare.costs_of_coverage_category;what is the cost of  mental health services  visit
healthcare.costs_of_coverage_category;how much will  crutches  cost for me?
healthcare.costs_of_coverage_category;Please inform  me  the cost for  walk-in
healthcare.costs_of_coverage_category;Help  me  with the cost for  walk-in
healthcare.costs_of_coverage_category;can you inform  me  the cost for  walk-in
healthcare.costs_of_coverage_category;For  walk-in , please help  me  with the cost
healthcare.costs_of_coverage_category;what is the cost for  walk-in   Treatment
healthcare.costs_of_coverage_category;For  walk-in , tell  me  the cost
healthcare.costs_of_coverage_category;For  walk-in , how much do I pay?
healthcare.costs_of_coverage_category;For  walk-in , what is the cost
healthcare.costs_of_coverage_category;walk-in  will cost  me  how much?
healthcare.costs_of_coverage_category;What is the cost for  walk-in
healthcare.costs_of_coverage_category;Can you help  me  with the cost for  walk-in
healthcare.costs_of_coverage_category;Do I need to pay for  walk-in
healthcare.costs_of_coverage_category;Do I have to pay for  walk-in
healthcare.costs_of_coverage_category;Cost for  walk-in
healthcare.costs_of_coverage_category;How much does  walk-in  cost
healthcare.costs_of_coverage_category;Please tell the cost for  walk-in
healthcare.costs_of_coverage_category;How much do I need to spend for  walk-in
healthcare.costs_of_coverage_category;and how much do I pay for  walk-in ?
healthcare.costs_of_coverage_category;walk-in  costs ?
healthcare.costs_of_coverage_category;Tell  me  the cost for  walk-in
healthcare.costs_of_coverage_category;How much do I need to pay for  walk-in
healthcare.costs_of_coverage_category;Can you tell  me  the cost for  walk-in
healthcare.costs_of_coverage_category;How much do I have to pay for  walk-in
healthcare.costs_of_coverage_category;How much will  walk-in  cost  me
healthcare.end_session;no that's enough
healthcare.end_session;no that will be enough
healthcare.end_session;no that's it
healthcare.end_session;no that was it
healthcare.end_session;nothing
healthcare.end_session;nah that's alright
healthcare.end_session;nope that's it
healthcare.end_session;no I am fine
healthcare.end_session;no thank you
healthcare.end_session;no
healthcare.end_session;all thank you
healthcare.end_session;alright thank you
healthcare.end_session;alright  thanks
healthcare.end_session;appreciate 
healthcare.end_session;cheers
healthcare.end_session;good  thanks
healthcare.end_session;I thank you
healthcare.end_session;perfect that works
healthcare.end_session;nice
healthcare.end_session;perfect thank you
healthcare.end_session;so nice of you
healthcare.end_session;terrific
healthcare.end_session;thank you
healthcare.end_session;thank you again
healthcare.end_session;thank you for 
healthcare.end_session;thank you I appreciate it
healthcare.end_session;thank you so much
healthcare.end_session;thank you that will be all great
healthcare.end_session;thanks a lot
healthcare.end_session;thanks again
healthcare.end_session;thanks buddy
healthcare.end_session;thanks for 
healthcare.end_session;thanks love
healthcare.end_session;thanks so much
healthcare.end_session;thanx
healthcare.end_session;that's all
healthcare.end_session;thnx
healthcare.end_session;that sounds good
healthcare.end_session;very good
healthcare.end_session;sounds good
healthcare.end_session;well thank you
healthcare.end_session;well  thanks
healthcare.end_session;thanks
healthcare.end_session;okay thank you for 
